index,quality,realism,relevance,detail_preservation,explanation,filename,class_name,overall_score,real_filename
10,0.9,0.8,0.8,0.9,"High-quality image of a vintage car, attention to detail but different car type.",aug-13-9.png,car,0.85,2011_002224.jpg
5,0.9,0.9,0.7,0.9,Very detailed but includes multiple cars and different context.,aug-13-4.png,car,0.85,2011_002224.jpg
2,0.9,0.8,0.8,0.9,"High-quality image of a classic car, but different from the reference vehicle type.",aug-13-1.png,car,0.85,2011_002224.jpg
6,0.8,0.8,0.9,0.85,"Good quality, realism, and relevance. The details are mostly well preserved, with minor differences.",aug-11-5.png,bus,0.8375,2007_002024.jpg
5,0.85,0.85,0.8,0.85,"High-quality and realistic with good detail preservation, but more inclined towards sportbike features.",aug-26-4.png,motorcycle,0.8375,2007_004003.jpg
8,0.8,0.8,0.9,0.85,"High quality, realism, and relevance. Detail preservation is high with minor differences compared to the reference image.",aug-11-7.png,bus,0.8375,2007_002024.jpg
5,0.9,0.7,0.8,0.9,"High quality, slightly altered features of same breed.",aug-22-4.png,dog,0.8250000000000001,2010_005419.jpg
3,0.8,0.8,0.8,0.9,"High quality and detail retention, similar small boat type with some background differences.",aug-6-2.png,boat,0.8250000000000001,2008_006065.jpg
6,0.8,0.8,0.9,0.8,Different light and background but still retains most details.,aug-7-5.png,boat,0.825,2007_007415.jpg
3,0.8,0.8,0.9,0.8,"Different lighting and slight angle change, but still very realistic.",aug-7-2.png,boat,0.825,2007_007415.jpg
5,0.7,0.8,0.9,0.9,"Similar setting and chair arrangement, high relevance.",aug-17-4.png,chair,0.825,2009_000028.jpg
9,0.8,0.8,0.9,0.8,High quality and realism; closely matches the reference image with well-preserved details.,aug-37-8.png,train,0.825,2009_005287.jpg
5,0.8,0.8,0.9,0.8,High visual fidelity and realism with a proper dining setting.,aug-20-4.png,dining table,0.825,2008_002960.jpg
7,0.75,0.8,0.85,0.9,"Similar model, high detail, slight environment difference.",aug-12-6.png,car,0.825,2008_002473.jpg
3,0.8,0.8,0.9,0.8,High quality and realism; closely matches the reference image in detail and representation.,aug-37-2.png,train,0.825,2009_005287.jpg
9,0.8,0.8,0.9,0.8,"Similar background and plant positioning, slightly different plant type.",aug-31-8.png,potted plant,0.825,2009_000635.jpg
9,0.8,0.8,0.9,0.8,"High fidelity, highly realistic, good detail preservation; close to reference image.",aug-0-8.png,airplane,0.825,2007_009348.jpg
8,0.8,0.7,0.9,0.8,Different lighting and angle but maintains a high level of detail.,aug-7-7.png,boat,0.8,2007_007415.jpg
5,0.8,0.75,0.9,0.75,Angle and light changes; slightly less realistic but still relevant as a boat.,aug-7-4.png,boat,0.8,2007_007415.jpg
6,0.7,0.7,1.0,0.8,Very close to the reference with slight lighting differences.,aug-21-5.png,dining table,0.8,2010_002418.jpg
6,0.8,0.75,0.85,0.8,"Image is visually similar with minor distortions, adequate detail preservation.",aug-10-5.png,bus,0.8,2008_003373.jpg
1,0.8,0.9,0.7,0.8,"High-quality and realistic, but features more sportbike characteristics than the reference motorcycle.",aug-26-0.png,motorcycle,0.8,2007_004003.jpg
2,0.75,0.75,0.9,0.8,Good clarity and very similar to the reference.,aug-30-1.png,potted plant,0.8,2010_000567.jpg
10,0.8,0.75,0.85,0.8,Matches the core structure well with minor deviations in style.,aug-3-9.png,bicycle,0.8,2009_003519.jpg
9,0.8,0.75,0.85,0.8,"The image is clear and detailed, closely representing a bicycle.",aug-3-8.png,bicycle,0.8,2009_003519.jpg
2,0.8,0.75,0.85,0.8,"Good quality and relevance, realism partially preserved.",aug-36-1.png,train,0.8,2010_003274.jpg
6,0.8,0.75,0.85,0.8,"Good quality image, realistic and relevant features preserved.",aug-36-5.png,train,0.8,2010_003274.jpg
3,0.8,0.7,0.9,0.8,"Almost similar setting, minor differences.",aug-29-2.png,person,0.8,2008_000284.jpg
10,0.8,0.7,0.9,0.8,"Very similar setting and composition, minor rendering changes.",aug-29-9.png,person,0.8,2008_000284.jpg
2,0.7,0.7,0.9,0.9,Close match to reference car model and details.,aug-12-1.png,car,0.7999999999999999,2008_002473.jpg
10,0.7,0.8,0.8,0.9,"Good quality, realistic detail, well-represented model, slight model difference.",aug-12-9.png,car,0.7999999999999999,2008_002473.jpg
7,0.85,0.75,0.8,0.75,"High quality and very relevant to the class features, preserving most details.",aug-39-6.png,television,0.7875000000000001,2010_005805.jpg
10,0.75,0.75,0.9,0.75,Different angle and lighting; minor loss of realism and details.,aug-7-9.png,boat,0.7875,2007_007415.jpg
4,0.7,0.7,0.9,0.8,Good visual fidelity with detailed dining scene but lacks the specific atmosphere of the reference image.,aug-20-3.png,dining table,0.7749999999999999,2008_002960.jpg
10,0.8,0.7,0.8,0.8,"High quality, setup and breed closely resemble reference.",aug-22-9.png,dog,0.7749999999999999,2010_005419.jpg
9,0.7,0.7,0.9,0.8,Close to the reference with small differences in object placement.,aug-21-8.png,dining table,0.7749999999999999,2010_002418.jpg
1,0.7,0.7,0.9,0.8,Image is slightly blurred but closely matches the reference.,aug-30-0.png,potted plant,0.7749999999999999,2010_000567.jpg
7,0.8,0.7,0.8,0.8,"High clarity and realism, closely matches the reference cat image with minor distortions.",aug-15-6.png,cat,0.7749999999999999,2011_000973.jpg
7,0.8,0.7,0.8,0.8,"High quality, setup and breed closely resemble reference.",aug-22-6.png,dog,0.7749999999999999,2010_005419.jpg
6,0.8,0.8,0.7,0.8,"Good quality, realistic car placement, but the car type is more urban.",aug-13-5.png,car,0.7749999999999999,2011_002224.jpg
6,0.75,0.8,0.75,0.75,"Decent quality and realism, details are fairly good, though the context and relevance are more inclined towards sportbikes.",aug-26-5.png,motorcycle,0.7625,2007_004003.jpg
8,0.75,0.7,0.8,0.8,Most features match the reference image well with slight stylistic changes.,aug-3-7.png,bicycle,0.7625,2009_003519.jpg
4,0.75,0.7,0.8,0.8,"High quality, realism, and detail preservation with minor differences that reduce overall realism and relevance.",aug-11-3.png,bus,0.7625,2007_002024.jpg
7,0.75,0.7,0.8,0.75,Good quality with moderate realism and relevance. Detail preservation is good but not perfect.,aug-11-6.png,bus,0.75,2007_002024.jpg
2,0.7,0.7,0.8,0.8,"High clarity and realism, but some facial features mismatched slightly.",aug-15-1.png,cat,0.75,2011_000973.jpg
1,0.8,0.8,0.7,0.7,Good quality and realism but different breed of dog.,aug-23-0.png,dog,0.75,2010_002499.jpg
7,0.7,0.7,0.8,0.8,Visual fidelity and realism are fairly high. Retains most details though facial distortion exists.,aug-16-6.png,chair,0.75,2011_002709.jpg
9,0.8,0.7,0.8,0.7,High visual fidelity and detail retention. Designs vary but identifiable as a chair.,aug-16-8.png,chair,0.75,2011_002709.jpg
5,0.75,0.7,0.8,0.75,"Above average quality, maintains relevance and some realism.",aug-36-4.png,train,0.75,2010_003274.jpg
9,0.75,0.7,0.8,0.75,"Above-average quality, better realism compared to others.",aug-36-7.png,train,0.75,2010_003274.jpg
5,0.7,0.7,0.8,0.8,"Image is clear with well preserved details and realistic appearance, minimal distortion.",aug-14-4.png,cat,0.75,2009_001270.jpg
8,0.7,0.6,0.9,0.8,Image is almost similar to the reference with minor distortions.,aug-1-7.png,airplane,0.75,2007_004988.jpg
4,0.8,0.7,0.8,0.7,"Good quality, high realism, decent relevance. Most class-specific details are preserved.",aug-19-3.png,cow,0.75,2007_005797.jpg
1,0.7,0.6,0.9,0.8,The image is quite clear but slightly distorted. It still resembles a commercial airplane with preserved details.,aug-1-0.png,airplane,0.75,2007_004988.jpg
5,0.8,0.7,0.8,0.7,"Good quality, better realism and detail preservation, still slight deviation in face details.",aug-18-4.png,cow,0.75,2011_001653.jpg
7,0.7,0.8,0.7,0.8,High-quality image with realistic and relevant details matching the reference closely.,aug-2-6.png,bicycle,0.75,2008_005839.jpg
3,0.8,0.7,0.7,0.8,"Good quality and realism, retro style but not as fitting for the off-road context.",aug-13-2.png,car,0.75,2011_002224.jpg
9,0.75,0.7,0.8,0.75,Good quality with moderate realism and relevance. Details are preserved well but include minor deviations.,aug-11-8.png,bus,0.75,2007_002024.jpg
10,0.8,0.7,0.7,0.8,"Good quality with decent detail, realism suffers slightly due to exaggerated angles and enhancements.",aug-26-9.png,motorcycle,0.75,2007_004003.jpg
2,0.8,0.7,0.8,0.7,"Good quality and realism, but non-bottle elements are evident.",aug-9-1.png,bottle,0.75,2008_000015.jpg
7,0.7,0.6,0.9,0.8,"Brighter colors, but setting remains similar.",aug-29-6.png,person,0.75,2008_000284.jpg
3,0.6,0.7,0.85,0.8,Maintains model similarity and detail.,aug-12-2.png,car,0.7375,2008_002473.jpg
7,0.75,0.7,0.8,0.7,"Different color and angle, losing some boat-specific details.",aug-7-6.png,boat,0.7375,2007_007415.jpg
3,0.8,0.6,0.8,0.7,"Quality and relevance are high, but it looks slightly less realistic. Many details are preserved, but some deviations are present.",aug-11-2.png,bus,0.7250000000000001,2007_002024.jpg
8,0.7,0.7,0.8,0.7,High quality and good realism but mixed elements.,aug-9-7.png,bottle,0.7250000000000001,2008_000015.jpg
8,0.7,0.7,0.8,0.7,"Environment is decorative, chairs match reference but are stylized.",aug-17-7.png,chair,0.7250000000000001,2009_000028.jpg
2,0.8,0.7,0.7,0.7,"Image is clear, breed differs but similar setup to reference.",aug-22-1.png,dog,0.7250000000000001,2010_005419.jpg
6,0.7,0.7,0.8,0.7,Quality is relatively high. Distortion still present but less severe.,aug-16-5.png,chair,0.7250000000000001,2011_002709.jpg
5,0.7,0.7,0.8,0.7,Good quality and realism; similar to reference image with well-preserved features.,aug-37-4.png,train,0.7250000000000001,2009_005287.jpg
5,0.8,0.7,0.7,0.7,"Good quality and clear relevance to the TV features, though with some minor artifacts.",aug-39-4.png,television,0.7250000000000001,2010_005805.jpg
6,0.7,0.7,0.8,0.7,"Different plant types, realistic background.",aug-31-5.png,potted plant,0.7250000000000001,2009_000635.jpg
5,0.7,0.7,0.8,0.7,"Image is clear, mostly resembles a bottle but contains other elements.",aug-9-4.png,bottle,0.7250000000000001,2008_000015.jpg
9,0.7,0.7,0.8,0.7,Different angle and background; slightly less relevant as a reference.,aug-7-8.png,boat,0.7250000000000001,2007_007415.jpg
10,0.7,0.7,0.8,0.7,"Good quality and realism, mixed with non-bottle elements.",aug-9-9.png,bottle,0.7250000000000001,2008_000015.jpg
1,0.9,0.9,0.2,0.9,"Image quality is high, matches real-world expectations well but is a large cruise ship, not similar to the reference image.",aug-6-0.png,boat,0.725,2008_006065.jpg
2,0.9,0.9,0.2,0.9,"Visually clear with high realism; however, it depicts a cruise ship, making it less relevant to the reference small boat.",aug-6-1.png,boat,0.725,2008_006065.jpg
8,0.9,0.9,0.2,0.9,"Good quality, high realism, but represents a large cruise ship instead of a small boat.",aug-6-7.png,boat,0.725,2008_006065.jpg
5,0.8,0.75,0.7,0.65,"High quality, relevant but different breed and less detail.",aug-23-4.png,dog,0.725,2010_002499.jpg
10,0.75,0.7,0.7,0.72,"Different environment and colors, but retains relevant details.",aug-27-9.png,motorcycle,0.7175,2010_004289.jpg
1,0.7,0.7,0.8,0.6,Image is clear and resembles a bottle but has distortion and non-bottle elements.,aug-9-0.png,bottle,0.7000000000000001,2008_000015.jpg
5,0.8,0.9,0.2,0.9,"High-quality image with good realism, but represents a large cruise ship.",aug-6-4.png,boat,0.7000000000000001,2008_006065.jpg
2,0.7,0.6,0.8,0.7,"Different angle, hand in the foreground, and minor details changed.",aug-7-1.png,boat,0.7,2007_007415.jpg
1,0.7,0.6,0.8,0.7,Image is similar to the reference but shows some visual distortions.,aug-10-0.png,bus,0.7,2008_003373.jpg
7,0.7,0.7,0.7,0.7,"Interesting scene, classic car, details preserved but different context.",aug-13-6.png,car,0.7,2011_002224.jpg
3,0.7,0.7,0.7,0.7,Different background and more color variation; retained significant details.,aug-27-2.png,motorcycle,0.7,2010_004289.jpg
8,0.65,0.6,0.75,0.8,"Strongly related, different model but enough details preserved.",aug-12-7.png,car,0.7,2008_002473.jpg
6,0.7,0.6,0.7,0.75,Maintains the core design of a bicycle but with augmented structural changes.,aug-3-5.png,bicycle,0.6875,2009_003519.jpg
4,0.7,0.75,0.7,0.6,Good quality but shows different breed and slight distortions.,aug-23-3.png,dog,0.6875,2010_002499.jpg
3,0.6,0.8,0.6,0.7,The image contains an object resembling a bird in a similar setting but lacks clarity and detail.,aug-5-2.png,bird,0.675,2009_000746.jpg
6,0.8,0.6,0.6,0.7,"Clear but different breed, outdoor scene differs from reference.",aug-22-5.png,dog,0.675,2010_005419.jpg
2,0.7,0.7,0.6,0.7,"Clear image with decent detail, but primarily captures the rear, lacking the complete motorcycle look compared to the reference.",aug-26-1.png,motorcycle,0.675,2007_004003.jpg
8,0.65,0.6,0.75,0.7,"The bus is fairly clear and has good detail retention, though slight distortions are present.",aug-10-7.png,bus,0.675,2008_003373.jpg
3,0.6,0.6,0.8,0.7,Similar setup but with a brighter environment and slight misalignment of elements.,aug-21-2.png,dining table,0.675,2010_002418.jpg
10,0.8,0.8,0.2,0.9,"High quality, matches real-world appearance of a cruise ship but significantly less relevant to the small boat in reference.",aug-6-9.png,boat,0.675,2008_006065.jpg
9,0.8,0.6,0.6,0.7,"Clear but different breed, outdoor scene differs from reference.",aug-22-8.png,dog,0.675,2010_005419.jpg
6,0.7,0.6,0.7,0.7,"Moderate visual fidelity and realism, dining elements present but lacks close-up details.",aug-20-5.png,dining table,0.6749999999999999,2008_002960.jpg
2,0.7,0.6,0.8,0.6,Overall good visual fidelity and relevance but the brightness makes it different from the reference.,aug-20-1.png,dining table,0.6749999999999999,2008_002960.jpg
9,0.7,0.6,0.7,0.7,"Good quality and relevance, better structure in class features compared to some others.",aug-39-8.png,television,0.6749999999999999,2010_005805.jpg
8,0.7,0.6,0.7,0.7,"Quality is good but has more artistic elements, realism falls short compared to a real-world motorcycle.",aug-26-7.png,motorcycle,0.6749999999999999,2007_004003.jpg
6,0.7,0.6,0.7,0.7,"Good quality, but bottle representation is not very strong.",aug-9-5.png,bottle,0.6749999999999999,2008_000015.jpg
7,0.7,0.7,0.7,0.6,"Fairly realistic, good relevance but lacks finer details.",aug-28-6.png,person,0.6749999999999999,2007_002611.jpg
9,0.55,0.65,0.78,0.7,"Appearance matches closely, less clear.",aug-12-8.png,car,0.67,2008_002473.jpg
5,0.8,0.65,0.5,0.7,"Clear image, different plant, moderate realism.",aug-30-4.png,potted plant,0.6625000000000001,2010_000567.jpg
2,0.75,0.7,0.6,0.6,"Decent quality and realism, depicting a different breed.",aug-23-1.png,dog,0.6625,2010_002499.jpg
10,0.7,0.7,0.65,0.6,Good quality and realism but different breed.,aug-23-9.png,dog,0.6625,2010_002499.jpg
4,0.65,0.6,0.75,0.65,"Average quality and relevance, realism isn't fully realistic.",aug-36-3.png,train,0.6625,2010_003274.jpg
6,0.82,0.6,0.5,0.7,Good quality but different type of plant.,aug-30-5.png,potted plant,0.655,2010_000567.jpg
4,0.6,0.5,0.8,0.7,The image is relatively clear but has some distortions. It still resembles a commercial airplane.,aug-1-3.png,airplane,0.65,2007_004988.jpg
2,0.6,0.5,0.8,0.7,Background and style differ but facial recognition maintained.,aug-29-1.png,person,0.65,2008_000284.jpg
5,0.6,0.5,0.8,0.7,"Stylized foreground, background differs greatly.",aug-29-4.png,person,0.65,2008_000284.jpg
8,0.7,0.7,0.6,0.6,"Good quality, different breed, moderate detail.",aug-23-7.png,dog,0.65,2010_002499.jpg
1,0.6,0.5,0.8,0.7,The image has a fair visual fidelity but looks more like a painting.,aug-20-0.png,dining table,0.65,2008_002960.jpg
1,0.5,0.6,0.8,0.7,Differs in car model but retains clarity and relevance.,aug-12-0.png,car,0.65,2008_002473.jpg
4,0.8,0.8,0.2,0.8,"Good clarity and realism but depicts a large cruise ship, not relevant to a small boat.",aug-6-3.png,boat,0.65,2008_006065.jpg
1,0.7,0.6,0.7,0.6,"The overall structure and components of the bicycle are preserved, but some details are slightly distorted.",aug-2-0.png,bicycle,0.6499999999999999,2008_005839.jpg
4,0.6,0.7,0.6,0.7,"Clear image, preserving most details and relevance.",aug-8-3.png,bottle,0.6499999999999999,2009_001937.jpg
1,0.7,0.6,0.6,0.7,"Moderate quality, less realistic color and structure compared to the reference.",aug-36-0.png,train,0.6499999999999999,2010_003274.jpg
9,0.8,0.6,0.5,0.7,"Good clarity, different plant, decent realism.",aug-30-8.png,potted plant,0.6499999999999999,2010_000567.jpg
7,0.65,0.65,0.6,0.7,"Augmented design preserves the core features of a bicycle, though clarity is slightly reduced.",aug-3-6.png,bicycle,0.6499999999999999,2009_003519.jpg
8,0.7,0.6,0.7,0.6,Good quality and realism; clearly depicts a sofa with preserved details.,aug-35-7.png,sofa,0.6499999999999999,2009_004301.jpg
6,0.6,0.55,0.75,0.7,"Differs in model and background, but still relevant.",aug-12-5.png,car,0.6499999999999999,2008_002473.jpg
4,0.7,0.6,0.6,0.7,"Decent quality, classic car design doesn't match off-road context.",aug-13-3.png,car,0.6499999999999999,2011_002224.jpg
4,0.6,0.7,0.7,0.6,"The image has moderate quality and realism, depicting a setting with sofa-like elements and preserved details.",aug-35-3.png,sofa,0.6499999999999999,2009_004301.jpg
6,0.6,0.6,0.6,0.7,Clear imagery and good detail preservation but some components differ in design.,aug-2-5.png,bicycle,0.625,2008_005839.jpg
4,0.5,0.6,0.7,0.7,"Image is relatively clear with good preservation of features, but some distortion is present.",aug-14-3.png,cat,0.625,2009_001270.jpg
7,0.6,0.6,0.7,0.6,Moderate to good quality and realism; retains recognizable train features.,aug-37-6.png,train,0.625,2009_005287.jpg
3,0.8,0.5,0.6,0.6,Moderate changes with some loss in realism and relevance.,aug-33-2.png,sheep,0.625,2011_002464.jpg
9,0.7,0.6,0.6,0.6,"Classic car, quality slightly lower, doesn't fit the off-road reference.",aug-13-8.png,car,0.625,2011_002224.jpg
5,0.6,0.6,0.7,0.6,Quality and detail preservation are decent but facial distortion affects realism.,aug-16-4.png,chair,0.625,2011_002709.jpg
8,0.7,0.5,0.7,0.6,"Image clear but different breed and direction, affecting realism.",aug-22-7.png,dog,0.625,2010_005419.jpg
7,0.85,0.5,0.4,0.75,"High quality, different plant, less realistic.",aug-30-6.png,potted plant,0.625,2010_000567.jpg
1,0.7,0.6,0.6,0.6,"Image is clear, depicts a dog, but not same breed or setup as reference.",aug-22-0.png,dog,0.625,2010_005419.jpg
3,0.65,0.7,0.6,0.5,"Moderate quality, varied breed, less detail.",aug-23-2.png,dog,0.6125,2010_002499.jpg
3,0.6,0.5,0.7,0.65,Bus is stretched and misshapen but still identifiable as a bus.,aug-10-2.png,bus,0.6125,2008_003373.jpg
8,0.6,0.55,0.7,0.6,"Lower quality, maintains some realism and relevance.",aug-36-6.png,train,0.6124999999999999,2010_003274.jpg
3,0.6,0.55,0.7,0.6,Lower quality and realism with some preserved features.,aug-36-2.png,train,0.6124999999999999,2010_003274.jpg
10,0.6,0.55,0.7,0.6,"Lower overall quality, maintains some train features.",aug-36-8.png,train,0.6124999999999999,2010_003274.jpg
7,0.65,0.6,0.6,0.55,"Moderate quality, shows different breed, less detailed.",aug-23-6.png,dog,0.6000000000000001,2010_002499.jpg
9,0.5,0.5,0.7,0.7,Chairs match original style but varied background.,aug-17-8.png,chair,0.6,2009_000028.jpg
4,0.7,0.6,0.5,0.6,Higher quality and better preservation of features. Still not entirely focused on a television.,aug-39-3.png,television,0.6,2010_005805.jpg
1,0.5,0.6,0.7,0.6,Slightly blurry but recognizably a horse.,aug-24-0.png,horse,0.6,2011_003184.jpg
4,0.7,0.6,0.5,0.6,"Another different plant, fair quality and realism.",aug-30-3.png,potted plant,0.6,2010_000567.jpg
7,0.6,0.5,0.7,0.6,"Different plant type, moderate quality.",aug-31-6.png,potted plant,0.6,2009_000635.jpg
5,0.6,0.5,0.7,0.6,"Visually distinct from the reference, different plant type.",aug-31-4.png,potted plant,0.6,2009_000635.jpg
10,0.6,0.5,0.7,0.6,"Good visual fidelity and detail preservation. Some distortions are present, but the sofa is clearly recognizable.",aug-34-9.png,sofa,0.6,2008_001399.jpg
4,0.6,0.5,0.7,0.6,"Appears to be a different plant type, less realistic.",aug-31-3.png,potted plant,0.6,2009_000635.jpg
5,0.6,0.5,0.7,0.6,"Better visual clarity and realistic shape, features are moderately preserved.",aug-0-4.png,airplane,0.6,2007_009348.jpg
8,0.6,0.5,0.7,0.6,"Quality and detail are better preserved, but some artifacts still exist. Representation of the sofa is quite accurate.",aug-34-7.png,sofa,0.6,2008_001399.jpg
6,0.6,0.6,0.5,0.7,"In-flight aircraft, good clarity and detail preservation but at a different angle.",aug-0-5.png,airplane,0.6,2007_009348.jpg
8,0.6,0.5,0.7,0.6,"Stylized rendering, some loss of details.",aug-29-7.png,person,0.6,2008_000284.jpg
6,0.6,0.5,0.7,0.6,Better quality image with clearer details. Some distortion and artifacts are still present.,aug-34-5.png,sofa,0.6,2008_001399.jpg
7,0.6,0.5,0.7,0.6,Image has moderate visual clarity and realism with decent detail preservation.,aug-14-6.png,cat,0.6,2009_001270.jpg
10,0.65,0.55,0.6,0.55,Above average quality and realism but could do better in emphasizing TV-specific details.,aug-39-9.png,television,0.5875000000000001,2010_005805.jpg
9,0.65,0.6,0.55,0.55,"Moderate quality, different breed, less detailed.",aug-23-8.png,dog,0.5875,2010_002499.jpg
8,0.75,0.55,0.45,0.6,"Moderate quality, relevance and realism.",aug-30-7.png,potted plant,0.5875,2010_000567.jpg
7,0.6,0.6,0.6,0.55,"Similar setup, clearer image, slight brightness adjustment.",aug-38-6.png,television,0.5874999999999999,2007_000121.jpg
8,0.6,0.5,0.6,0.6,Moderate to good quality with reasonable relevance of TV features.,aug-39-7.png,television,0.5750000000000001,2010_005805.jpg
9,0.6,0.5,0.6,0.6,Details and realism are well-maintained but suffers from slight distortions.,aug-2-8.png,bicycle,0.5750000000000001,2008_005839.jpg
1,0.5,0.5,0.6,0.7,"The chairs are present but set in a different, ornate environment.",aug-17-0.png,chair,0.575,2009_000028.jpg
5,0.7,0.5,0.5,0.6,Some detailed loss and less relevance but decent quality.,aug-33-4.png,sheep,0.575,2011_002464.jpg
6,0.6,0.6,0.6,0.5,"Semi-realistic but simplified, maintaining fair relevance and detail.",aug-28-5.png,person,0.575,2007_002611.jpg
8,0.5,0.5,0.7,0.6,"Similar furniture, though layout and background differ.",aug-21-7.png,dining table,0.575,2010_002418.jpg
8,0.7,0.5,0.6,0.5,Good quality and better preservation of some cow features but face still looks like a dog.,aug-18-7.png,cow,0.575,2011_001653.jpg
1,0.7,0.5,0.5,0.6,Quality is decent but lower than the real image. Realism and relevance are moderate as it looks like a bus but has noticeable differences. Detail preservation is fair but some key features differ.,aug-11-0.png,bus,0.575,2007_002024.jpg
10,0.6,0.55,0.5,0.6,"Moderate quality and realism, different plant.",aug-30-9.png,potted plant,0.5625,2010_000567.jpg
